"Station_Id","veg_year","Marsh_Class","Basin",
"CRMS0536-V27","2011","Brackish","Teche/Vermilion",
"CRMS0536-V38","2011","Brackish","Teche/Vermilion",
"CRMS0536-V39","2011","Brackish","Teche/Vermilion",
"CRMS0536-V57","2011","Brackish","Teche/Vermilion",
"CRMS0536-V75","2011","Brackish","Teche/Vermilion",
"CRMS0536-V76","2011","Brackish","Teche/Vermilion",
"CRMS0536-V78","2011","Brackish","Teche/Vermilion",
"CRMS0541-V18","2011","Saline","Teche/Vermilion",
"CRMS0541-V28","2011","Saline","Teche/Vermilion",
"CRMS0541-V30","2011","Saline","Teche/Vermilion",
"CRMS0541-V31","2011","Saline","Teche/Vermilion",
"CRMS0541-V32","2011","Saline","Teche/Vermilion",
"CRMS0541-V51","2011","Saline","Teche/Vermilion",
"CRMS0541-V55","2011","Saline","Teche/Vermilion",
"CRMS0541-V57","2011","Saline","Teche/Vermilion",
"CRMS0541-V71","2011","Intermediate","Teche/Vermilion",
"CRMS0541-V75","2011","Intermediate","Teche/Vermilion",
"CRMS0542-V07","2011","Fresh","Teche/Vermilion",
"CRMS0542-V08","2011","Fresh","Teche/Vermilion",
"CRMS0542-V16","2011","Fresh","Teche/Vermilion",
"CRMS0542-V19","2011","Fresh","Teche/Vermilion",
"CRMS0542-V25","2011","Fresh","Teche/Vermilion",
"CRMS0542-V37","2011","Fresh","Teche/Vermilion",
"CRMS0542-V56","2011","Fresh","Teche/Vermilion",
"CRMS0542-V67","2011","Fresh","Teche/Vermilion",
"CRMS0542-V69","2011","Fresh","Teche/Vermilion",
"CRMS0542-V73","2011","Fresh","Teche/Vermilion",
"CRMS0543-V07","2011","Fresh","Teche/Vermilion",
"CRMS0543-V08","2011","Fresh","Teche/Vermilion",
"CRMS0543-V15","2011","Fresh","Teche/Vermilion",
"CRMS0543-V20","2011","Fresh","Teche/Vermilion",
"CRMS0543-V26","2011","Fresh","Teche/Vermilion",
"CRMS0543-V31","2011","Fresh","Teche/Vermilion",
"CRMS0543-V55","2011","Fresh","Teche/Vermilion",
"CRMS0543-V68","2011","Fresh","Teche/Vermilion",
"CRMS0543-V69","2011","Fresh","Teche/Vermilion",
"CRMS0543-V80","2011","Fresh","Teche/Vermilion",
"CRMS0544-V10","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V11","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V26","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V32","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V49","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V51","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V67","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V72","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V80","2011","Intermediate","Teche/Vermilion",
"CRMS0544-V82","2011","Intermediate","Teche/Vermilion",
"CRMS0545-V03","2011","Fresh","Teche/Vermilion",
"CRMS0545-V04","2011","Fresh","Teche/Vermilion",
"CRMS0545-V10","2011","Fresh","Teche/Vermilion",
"CRMS0545-V14","2011","Fresh","Teche/Vermilion",
"CRMS0545-V25","2011","Fresh","Teche/Vermilion",
"CRMS0545-V34","2011","Intermediate","Teche/Vermilion",
"CRMS0545-V35","2011","Fresh","Teche/Vermilion",
"CRMS0545-V37","2011","Fresh","Teche/Vermilion",
"CRMS0545-V38","2011","Fresh","Teche/Vermilion",
"CRMS0545-V75","2011","Fresh","Teche/Vermilion",
"CRMS0547-F01VC","2011","Swamp","Teche/Vermilion",
"CRMS0547-F01VNW","2011","Swamp","Teche/Vermilion",
"CRMS0547-F01VSE","2011","Swamp","Teche/Vermilion",
"CRMS0547-F02VC","2011","Swamp","Teche/Vermilion",
"CRMS0547-F02VNW","2011","Swamp","Teche/Vermilion",
"CRMS0547-F02VSE","2011","Swamp","Teche/Vermilion",
"CRMS0547-F04VC","2011","Swamp","Teche/Vermilion",
"CRMS0547-F04VNW","2011","Swamp","Teche/Vermilion",
"CRMS0547-F04VSE","2011","Swamp","Teche/Vermilion",
"CRMS0549-V11","2011","Intermediate","Teche/Vermilion",
"CRMS0549-V27","2011","Intermediate","Teche/Vermilion",
"CRMS0549-V32","2011","Intermediate","Teche/Vermilion",
"CRMS0549-V34","2011","Intermediate","Teche/Vermilion",
"CRMS0549-V37","2011","Intermediate","Teche/Vermilion",
"CRMS0549-V55","2011","Intermediate","Teche/Vermilion",
"CRMS0549-V70","2011","Intermediate","Teche/Vermilion",
"CRMS0549-V75","2011","Brackish","Teche/Vermilion",
"CRMS0549-V83","2011","Intermediate","Teche/Vermilion",
"CRMS0549-V84","2011","Brackish","Teche/Vermilion",
"CRMS0550-V01","2011","Fresh","Teche/Vermilion",
"CRMS0550-V05","2011","Intermediate","Teche/Vermilion",
"CRMS0550-V10","2011","Intermediate","Teche/Vermilion",
"CRMS0550-V26","2011","Intermediate","Teche/Vermilion",
"CRMS0550-V28","2011","Intermediate","Teche/Vermilion",
"CRMS0550-V54","2011","Fresh","Teche/Vermilion",
"CRMS0550-V61","2011","Intermediate","Teche/Vermilion",
"CRMS0550-V70","2011","Fresh","Teche/Vermilion",
"CRMS0550-V73","2011","Intermediate","Teche/Vermilion",
"CRMS0550-V76","2011","Intermediate","Teche/Vermilion",
"CRMS0551-V03","2011","Fresh","Teche/Vermilion",
"CRMS0551-V09","2011","Fresh","Teche/Vermilion",
"CRMS0551-V43","2011","Intermediate","Teche/Vermilion",
"CRMS0551-V51","2011","Intermediate","Teche/Vermilion",
"CRMS0551-V58","2011","Fresh","Teche/Vermilion",
"CRMS0551-V64","2011","Intermediate","Teche/Vermilion",
"CRMS0551-V67","2011","Intermediate","Teche/Vermilion",
"CRMS0551-V70","2011","Intermediate","Teche/Vermilion",
"CRMS0551-V71","2011","Intermediate","Teche/Vermilion",
"CRMS0551-V83","2011","Fresh","Teche/Vermilion",
"CRMS0552-V52","2011","Fresh","Teche/Vermilion",
"CRMS0552-V54","2011","Fresh","Teche/Vermilion",
"CRMS0552-V56","2011","Fresh","Teche/Vermilion",
"CRMS0552-V57","2011","Fresh","Teche/Vermilion",
"CRMS0552-V65","2011","Intermediate","Teche/Vermilion",
"CRMS0552-V73","2011","Intermediate","Teche/Vermilion",
"CRMS0552-V76","2011","Intermediate","Teche/Vermilion",
"CRMS0552-V82","2011","Intermediate","Teche/Vermilion",
"CRMS0552-V84","2011","Intermediate","Teche/Vermilion",
"CRMS0553-V10","2011","Intermediate","Mermentau",
"CRMS0553-V36","2011","Intermediate","Mermentau",
"CRMS0553-V52","2011","Intermediate","Mermentau",
"CRMS0553-V53","2011","Intermediate","Mermentau",
"CRMS0553-V56","2011","Intermediate","Mermentau",
"CRMS0553-V59","2011","Intermediate","Mermentau",
"CRMS0553-V61","2011","Intermediate","Mermentau",
"CRMS0553-V70","2011","Intermediate","Mermentau",
"CRMS0553-V72","2011","Intermediate","Mermentau",
"CRMS0553-V83","2011","Intermediate","Mermentau",
"CRMS0554-V30","2011","Intermediate","Mermentau",
"CRMS0554-V31","2011","Intermediate","Mermentau",
"CRMS0554-V63","2011","Intermediate","Mermentau",
"CRMS0554-V66","2011","Intermediate","Mermentau",
"CRMS0554-V68","2011","Intermediate","Mermentau",
"CRMS0554-V69","2011","Intermediate","Mermentau",
"CRMS0554-V70","2011","Intermediate","Mermentau",
"CRMS0554-V77","2011","Intermediate","Mermentau",
"CRMS0554-V80","2011","Intermediate","Mermentau",
"CRMS0554-V85","2011","Intermediate","Mermentau",
"CRMS0556-V07","2011","Fresh","Mermentau",
"CRMS0556-V15","2011","Fresh","Mermentau",
"CRMS0556-V19","2011","Fresh","Mermentau",
"CRMS0556-V24","2011","Fresh","Mermentau",
"CRMS0556-V31","2011","Fresh","Mermentau",
"CRMS0556-V60","2011","Fresh","Mermentau",
"CRMS0556-V64","2011","Fresh","Mermentau",
"CRMS0556-V72","2011","Fresh","Mermentau",
"CRMS0556-V76","2011","Fresh","Mermentau",
"CRMS0556-V81","2011","Fresh","Mermentau",
"CRMS0557-V04","2011","Brackish","Mermentau",
"CRMS0557-V09","2011","Intermediate","Mermentau",
"CRMS0557-V11","2011","Fresh","Mermentau",
"CRMS0557-V50","2011","Fresh","Mermentau",
"CRMS0557-V57","2011","Fresh","Mermentau",
"CRMS0557-V66","2011","Fresh","Mermentau",
"CRMS0557-V73","2011","Fresh","Mermentau",
"CRMS0557-V74","2011","Intermediate","Mermentau",
"CRMS0557-V79","2011","Fresh","Mermentau",
"CRMS0557-V84","2011","Fresh","Mermentau",
"CRMS0560-V06","2011","Fresh","Mermentau",
"CRMS0560-V26","2011","Fresh","Mermentau",
"CRMS0560-V34","2011","Fresh","Mermentau",
"CRMS0560-V37","2011","Fresh","Mermentau",
"CRMS0560-V66","2011","Fresh","Mermentau",
"CRMS0560-V67","2011","Fresh","Mermentau",
"CRMS0560-V68","2011","Fresh","Mermentau",
"CRMS0560-V73","2011","Fresh","Mermentau",
"CRMS0560-V75","2011","Fresh","Mermentau",
"CRMS0560-V81","2011","Fresh","Mermentau",
"CRMS0562-V03","2011","Fresh","Mermentau",
"CRMS0562-V08","2011","Fresh","Mermentau",
"CRMS0562-V13","2011","Fresh","Mermentau",
"CRMS0562-V14","2011","Fresh","Mermentau",
"CRMS0562-V15","2011","Fresh","Mermentau",
"CRMS0562-V17","2011","Fresh","Mermentau",
"CRMS0562-V18","2011","Fresh","Mermentau",
"CRMS0562-V25","2011","Fresh","Mermentau",
"CRMS0562-V57","2011","Fresh","Mermentau",
"CRMS0562-V71","2011","Brackish","Mermentau",
"CRMS0565-V04","2011","Fresh","Mermentau",
"CRMS0565-V11","2011","Fresh","Mermentau",
"CRMS0565-V12","2011","Fresh","Mermentau",
"CRMS0565-V15","2011","Fresh","Mermentau",
"CRMS0565-V33","2011","Fresh","Mermentau",
"CRMS0565-V35","2011","Fresh","Mermentau",
"CRMS0565-V51","2011","Intermediate","Mermentau",
"CRMS0565-V53","2011","Fresh","Mermentau",
"CRMS0565-V58","2011","Fresh","Mermentau",
"CRMS0565-V61","2011","Fresh","Mermentau",
"CRMS0567-V11","2011","Fresh","Mermentau",
"CRMS0567-V14","2011","Fresh","Mermentau",
"CRMS0567-V31","2011","Fresh","Mermentau",
"CRMS0567-V34","2011","Fresh","Mermentau",
"CRMS0567-V51","2011","Fresh","Mermentau",
"CRMS0567-V58","2011","Fresh","Mermentau",
"CRMS0567-V63","2011","Fresh","Mermentau",
"CRMS0567-V66","2011","Fresh","Mermentau",
"CRMS0567-V78","2011","Fresh","Mermentau",
"CRMS0567-V81","2011","Fresh","Mermentau",
"CRMS0568-V05","2011","Intermediate","Mermentau",
"CRMS0568-V06","2011","Intermediate","Mermentau",
"CRMS0568-V12","2011","Intermediate","Mermentau",
"CRMS0568-V30","2011","Intermediate","Mermentau",
"CRMS0568-V31","2011","Intermediate","Mermentau",
"CRMS0568-V35","2011","Intermediate","Mermentau",
"CRMS0568-V37","2011","Intermediate","Mermentau",
"CRMS0568-V48","2011","Intermediate","Mermentau",
"CRMS0568-V55","2011","Intermediate","Mermentau",
"CRMS0568-V57","2011","Intermediate","Mermentau",
"CRMS0570-V05","2011","Fresh","Mermentau",
"CRMS0570-V06","2011","Fresh","Mermentau",
"CRMS0570-V07","2011","Fresh","Mermentau",
"CRMS0570-V10","2011","Fresh","Mermentau",
"CRMS0570-V19","2011","Fresh","Mermentau",
"CRMS0570-V22","2011","Fresh","Mermentau",
"CRMS0570-V36","2011","Fresh","Mermentau",
"CRMS0570-V53","2011","Fresh","Mermentau",
"CRMS0570-V61","2011","Fresh","Mermentau",
"CRMS0570-V75","2011","Fresh","Mermentau",
"CRMS0571-V05","2011","Intermediate","Mermentau",
"CRMS0571-V18","2011","Intermediate","Mermentau",
"CRMS0571-V21","2011","Intermediate","Mermentau",
"CRMS0571-V28","2011","Intermediate","Mermentau",
"CRMS0571-V30","2011","Intermediate","Mermentau",
"CRMS0571-V33","2011","Intermediate","Mermentau",
"CRMS0571-V53","2011","Intermediate","Mermentau",
"CRMS0571-V62","2011","Intermediate","Mermentau",
"CRMS0571-V70","2011","Intermediate","Mermentau",
"CRMS0571-V75","2011","Intermediate","Mermentau",
"CRMS0572-V01","2011","Fresh","Mermentau",
"CRMS0572-V02","2011","Fresh","Mermentau",
"CRMS0572-V14","2011","Fresh","Mermentau",
"CRMS0572-V31","2011","Fresh","Mermentau",
"CRMS0572-V32","2011","Fresh","Mermentau",
"CRMS0572-V33","2011","Intermediate","Mermentau",
"CRMS0572-V36","2011","Fresh","Mermentau",
"CRMS0572-V60","2011","Intermediate","Mermentau",
"CRMS0572-V67","2011","Fresh","Mermentau",
"CRMS0572-V82","2011","Fresh","Mermentau",
"CRMS0574-V101","2011","Fresh","Mermentau",
"CRMS0574-V102","2011","Fresh","Mermentau",
"CRMS0574-V126","2011","Intermediate","Mermentau",
"CRMS0574-V127","2011","Intermediate","Mermentau",
"CRMS0574-V133","2011","Intermediate","Mermentau",
"CRMS0574-V160","2011","Intermediate","Mermentau",
"CRMS0574-V166","2011","Intermediate","Mermentau",
"CRMS0574-V173","2011","Intermediate","Mermentau",
"CRMS0574-V180","2011","Intermediate","Mermentau",
"CRMS0574-V185","2011","Intermediate","Mermentau",
"CRMS0575-V07","2011","Intermediate","Mermentau",
"CRMS0575-V09","2011","Intermediate","Mermentau",
"CRMS0575-V11","2011","Fresh","Mermentau",
"CRMS0575-V13","2011","Fresh","Mermentau",
"CRMS0575-V14","2011","Fresh","Mermentau",
"CRMS0575-V27","2011","Intermediate","Mermentau",
"CRMS0575-V28","2011","Intermediate","Mermentau",
"CRMS0575-V36","2011","Fresh","Mermentau",
"CRMS0575-V37","2011","Intermediate","Mermentau",
"CRMS0575-V56","2011","Intermediate","Mermentau",
"CRMS0576-V01","2011","Intermediate","Mermentau",
"CRMS0576-V13","2011","Intermediate","Mermentau",
"CRMS0576-V25","2011","Intermediate","Mermentau",
"CRMS0576-V37","2011","Brackish","Mermentau",
"CRMS0576-V50","2011","Brackish","Mermentau",
"CRMS0576-V59","2011","Intermediate","Mermentau",
"CRMS0576-V60","2011","Intermediate","Mermentau",
"CRMS0576-V70","2011","Brackish","Mermentau",
"CRMS0576-V82","2011","Brackish","Mermentau",
"CRMS0576-V85","2011","Brackish","Mermentau",
"CRMS0580-V11","2011","Intermediate","Mermentau",
"CRMS0580-V14","2011","Intermediate","Mermentau",
"CRMS0580-V15","2011","Intermediate","Mermentau",
"CRMS0580-V23","2011","Intermediate","Mermentau",
"CRMS0580-V26","2011","Intermediate","Mermentau",
"CRMS0580-V30","2011","Intermediate","Mermentau",
"CRMS0580-V31","2011","Intermediate","Mermentau",
"CRMS0580-V34","2011","Intermediate","Mermentau",
"CRMS0580-V81","2011","Intermediate","Mermentau",
"CRMS0580-V83","2011","Intermediate","Mermentau",
"CRMS0581-V06","2011","Saline","Mermentau",
"CRMS0581-V09","2011","Saline","Mermentau",
"CRMS0581-V19","2011","Saline","Mermentau",
"CRMS0581-V23","2011","Saline","Mermentau",
"CRMS0581-V29","2011","Saline","Mermentau",
"CRMS0581-V30","2011","Saline","Mermentau",
"CRMS0581-V38","2011","Saline","Mermentau",
"CRMS0581-V54","2011","Saline","Mermentau",
"CRMS0581-V55","2011","Saline","Mermentau",
"CRMS0581-V58","2011","Saline","Mermentau",
"CRMS0583-V12","2011","Intermediate","Mermentau",
"CRMS0583-V17","2011","Intermediate","Mermentau",
"CRMS0583-V18","2011","Intermediate","Mermentau",
"CRMS0583-V20","2011","Intermediate","Mermentau",
"CRMS0583-V32","2011","Intermediate","Mermentau",
"CRMS0583-V49","2011","Intermediate","Mermentau",
"CRMS0583-V73","2011","Intermediate","Mermentau",
"CRMS0583-V74","2011","Intermediate","Mermentau",
"CRMS0583-V76","2011","Intermediate","Mermentau",
"CRMS0583-V80","2011","Intermediate","Mermentau",
"CRMS0584-V02","2011","Brackish","Mermentau",
"CRMS0584-V03","2011","Brackish","Mermentau",
"CRMS0584-V07","2011","Brackish","Mermentau",
"CRMS0584-V31","2011","Brackish","Mermentau",
"CRMS0584-V35","2011","Brackish","Mermentau",
"CRMS0584-V37","2011","Brackish","Mermentau",
"CRMS0584-V55","2011","Brackish","Mermentau",
"CRMS0584-V59","2011","Brackish","Mermentau",
"CRMS0584-V65","2011","Brackish","Mermentau",
"CRMS0584-V85","2011","Saline","Mermentau",
"CRMS0587-V07","2011","Intermediate","Mermentau",
"CRMS0587-V08","2011","Brackish","Mermentau",
"CRMS0587-V13","2011","Intermediate","Mermentau",
"CRMS0587-V18","2011","Intermediate","Mermentau",
"CRMS0587-V25","2011","Brackish","Mermentau",
"CRMS0587-V28","2011","Intermediate","Mermentau",
"CRMS0587-V33","2011","Intermediate","Mermentau",
"CRMS0587-V35","2011","Intermediate","Mermentau",
"CRMS0587-V47","2011","Intermediate","Mermentau",
"CRMS0587-V52","2011","Brackish","Mermentau",
"CRMS0588-V20","2011","Intermediate","Mermentau",
"CRMS0588-V23","2011","Brackish","Mermentau",
"CRMS0588-V28","2011","Brackish","Mermentau",
"CRMS0588-V31","2011","Brackish","Mermentau",
"CRMS0588-V32","2011","Brackish","Mermentau",
"CRMS0588-V33","2011","Brackish","Mermentau",
"CRMS0588-V77","2011","Brackish","Mermentau",
"CRMS0588-V79","2011","Brackish","Mermentau",
"CRMS0588-V80","2011","Brackish","Mermentau",
"CRMS0588-V82","2011","Brackish","Mermentau",
"CRMS0589-V12","2011","Brackish","Mermentau",
"CRMS0589-V18","2011","Brackish","Mermentau",
"CRMS0589-V21","2011","Brackish","Mermentau",
"CRMS0589-V26","2011","Brackish","Mermentau",
"CRMS0589-V31","2011","Brackish","Mermentau",
"CRMS0589-V32","2011","Brackish","Mermentau",
"CRMS0589-V36","2011","Brackish","Mermentau",
"CRMS0589-V61","2011","Brackish","Mermentau",
"CRMS0589-V65","2011","Brackish","Mermentau",
"CRMS0589-V68","2011","Brackish","Mermentau",
"CRMS0590-V49","2011","Fresh","Mermentau",
"CRMS0590-V53","2011","Fresh","Mermentau",
"CRMS0590-V57","2011","Fresh","Mermentau",
"CRMS0590-V61","2011","Fresh","Mermentau",
"CRMS0590-V64","2011","Fresh","Mermentau",
"CRMS0590-V70","2011","Fresh","Mermentau",
"CRMS0590-V71","2011","Fresh","Mermentau",
"CRMS0590-V74","2011","Fresh","Mermentau",
"CRMS0590-V80","2011","Fresh","Mermentau",
"CRMS0590-V84","2011","Fresh","Mermentau",
"CRMS0593-V03","2011","Fresh","Mermentau",
"CRMS0593-V05","2011","Fresh","Mermentau",
"CRMS0593-V13","2011","Fresh","Mermentau",
"CRMS0593-V29","2011","Fresh","Mermentau",
"CRMS0593-V30","2011","Fresh","Mermentau",
"CRMS0593-V32","2011","Fresh","Mermentau",
"CRMS0593-V52","2011","Fresh","Mermentau",
"CRMS0593-V53","2011","Fresh","Mermentau",
"CRMS0593-V63","2011","Fresh","Mermentau",
"CRMS0593-V82","2011","Fresh","Mermentau",
"CRMS0595-V02","2011","Intermediate","Mermentau",
"CRMS0595-V07","2011","Fresh","Mermentau",
"CRMS0595-V16","2011","Fresh","Mermentau",
"CRMS0595-V24","2011","Fresh","Mermentau",
"CRMS0595-V34","2011","Fresh","Mermentau",
"CRMS0595-V56","2011","Fresh","Mermentau",
"CRMS0595-V64","2011","Fresh","Mermentau",
"CRMS0595-V66","2011","Fresh","Mermentau",
"CRMS0595-V68","2011","Fresh","Mermentau",
"CRMS0595-V82","2011","Fresh","Mermentau",
"CRMS0599-V23","2011","Brackish","Mermentau",
"CRMS0599-V31","2011","Saline","Mermentau",
"CRMS0599-V36","2011","Brackish","Mermentau",
"CRMS0599-V37","2011","Saline","Mermentau",
"CRMS0599-V48","2011","Brackish","Mermentau",
"CRMS0599-V57","2011","Saline","Mermentau",
"CRMS0599-V67","2011","Saline","Mermentau",
"CRMS0599-V74","2011","Brackish","Mermentau",
"CRMS0599-V75","2011","Brackish","Mermentau",
"CRMS0599-V81","2011","Saline","Mermentau",
"CRMS0600-V07","2011","Brackish","Mermentau",
"CRMS0600-V16","2011","Brackish","Mermentau",
"CRMS0600-V17","2011","Brackish","Mermentau",
"CRMS0600-V19","2011","Brackish","Mermentau",
"CRMS0600-V22","2011","Brackish","Mermentau",
"CRMS0600-V35","2011","Saline","Mermentau",
"CRMS0600-V60","2011","Brackish","Mermentau",
"CRMS0600-V64","2011","Saline","Mermentau",
"CRMS0600-V68","2011","Saline","Mermentau",
"CRMS0600-V72","2011","Brackish","Mermentau",
"CRMS0603-V17","2011","Intermediate","Mermentau",
"CRMS0603-V18","2011","Intermediate","Mermentau",
"CRMS0603-V23","2011","Intermediate","Mermentau",
"CRMS0603-V27","2011","Intermediate","Mermentau",
"CRMS0603-V29","2011","Intermediate","Mermentau",
"CRMS0603-V33","2011","Intermediate","Mermentau",
"CRMS0603-V58","2011","Intermediate","Mermentau",
"CRMS0603-V80","2011","Intermediate","Mermentau",
"CRMS0603-V84","2011","Intermediate","Mermentau",
"CRMS0603-V85","2011","Intermediate","Mermentau",
"CRMS0604-V03","2011","Brackish","Mermentau",
"CRMS0604-V04","2011","Brackish","Mermentau",
"CRMS0604-V05","2011","Saline","Mermentau",
"CRMS0604-V06","2011","Brackish","Mermentau",
"CRMS0604-V12","2011","Intermediate","Mermentau",
"CRMS0604-V30","2011","Intermediate","Mermentau",
"CRMS0604-V31","2011","Intermediate","Mermentau",
"CRMS0604-V35","2011","Intermediate","Mermentau",
"CRMS0604-V61","2011","Intermediate","Mermentau",
"CRMS0604-V63","2011","Intermediate","Mermentau",
"CRMS0605-V25","2011","Intermediate","Mermentau",
"CRMS0605-V35","2011","Intermediate","Mermentau",
"CRMS0605-V37","2011","Saline","Mermentau",
"CRMS0605-V40","2011","Saline","Mermentau",
"CRMS0605-V47","2011","Intermediate","Mermentau",
"CRMS0605-V53","2011","Intermediate","Mermentau",
"CRMS0605-V54","2011","Intermediate","Mermentau",
"CRMS0605-V58","2011","Intermediate","Mermentau",
"CRMS0605-V59","2011","Saline","Mermentau",
"CRMS0605-V84","2011","Intermediate","Mermentau",
"CRMS0608-V11","2011","Brackish","Mermentau",
"CRMS0608-V12","2011","Brackish","Mermentau",
"CRMS0608-V17","2011","Brackish","Mermentau",
"CRMS0608-V20","2011","Brackish","Mermentau",
"CRMS0608-V56","2011","Brackish","Mermentau",
"CRMS0608-V62","2011","Brackish","Mermentau",
"CRMS0608-V68","2011","Intermediate","Mermentau",
"CRMS0608-V71","2011","Intermediate","Mermentau",
"CRMS0608-V80","2011","Brackish","Mermentau",
"CRMS0608-V85","2011","Intermediate","Mermentau",
"CRMS0609-V16","2011","Intermediate","Mermentau",
"CRMS0609-V20","2011","Intermediate","Mermentau",
"CRMS0609-V24","2011","Brackish","Mermentau",
"CRMS0609-V25","2011","Brackish","Mermentau",
"CRMS0609-V48","2011","Intermediate","Mermentau",
"CRMS0609-V50","2011","Intermediate","Mermentau",
"CRMS0609-V68","2011","Intermediate","Mermentau",
"CRMS0609-V72","2011","Brackish","Mermentau",
"CRMS0609-V74","2011","Brackish","Mermentau",
"CRMS0609-V78","2011","Intermediate","Mermentau",
"CRMS0610-V02","2011","Brackish","Mermentau",
"CRMS0610-V13","2011","Brackish","Mermentau",
"CRMS0610-V19","2011","Saline","Mermentau",
"CRMS0610-V21","2011","Saline","Mermentau",
"CRMS0610-V52","2011","Saline","Mermentau",
"CRMS0610-V53","2011","Brackish","Mermentau",
"CRMS0610-V54","2011","Saline","Mermentau",
"CRMS0610-V63","2011","Saline","Mermentau",
"CRMS0610-V70","2011","Saline","Mermentau",
"CRMS0610-V83","2011","Brackish","Mermentau",
"CRMS0614-V81","2011","Saline","Mermentau",
"CRMS0614-V82","2011","Brackish","Mermentau",
"CRMS0614-V83","2011","Brackish","Mermentau",
"CRMS0614-V84","2011","Brackish","Mermentau",
"CRMS0614-V85","2011","Brackish","Mermentau",
"CRMS0615-V03","2011","Saline","Mermentau",
"CRMS0615-V15","2011","Brackish","Mermentau",
"CRMS0615-V20","2011","Saline","Mermentau",
"CRMS0615-V24","2011","Saline","Mermentau",
"CRMS0615-V34","2011","Saline","Mermentau",
"CRMS0615-V37","2011","Saline","Mermentau",
"CRMS0615-V45","2011","Brackish","Mermentau",
"CRMS0615-V51","2011","Brackish","Mermentau",
"CRMS0615-V58","2011","Brackish","Mermentau",
"CRMS0615-V85","2011","Intermediate","Mermentau",
"CRMS0616-V06","2011","Intermediate","Mermentau",
"CRMS0616-V19","2011","Intermediate","Mermentau",
"CRMS0616-V25","2011","Intermediate","Mermentau",
"CRMS0616-V26","2011","Intermediate","Mermentau",
"CRMS0616-V30","2011","Intermediate","Mermentau",
"CRMS0616-V34","2011","Intermediate","Mermentau",
"CRMS0616-V53","2011","Intermediate","Mermentau",
"CRMS0616-V67","2011","Intermediate","Mermentau",
"CRMS0616-V82","2011","Intermediate","Mermentau",
"CRMS0616-V85","2011","Intermediate","Mermentau",
"CRMS0618-V05","2011","Brackish","Mermentau",
"CRMS0618-V09","2011","Brackish","Mermentau",
"CRMS0618-V13","2011","Intermediate","Mermentau",
"CRMS0618-V46","2011","Brackish","Mermentau",
"CRMS0618-V49","2011","Brackish","Mermentau",
"CRMS0618-V53","2011","Brackish","Mermentau",
"CRMS0618-V68","2011","Brackish","Mermentau",
"CRMS0618-V77","2011","Brackish","Mermentau",
"CRMS0618-V80","2011","Brackish","Mermentau",
"CRMS0618-V85","2011","Brackish","Mermentau",
"CRMS0619-V52","2011","Intermediate","Mermentau",
"CRMS0619-V58","2011","Intermediate","Mermentau",
"CRMS0619-V62","2011","Intermediate","Mermentau",
"CRMS0619-V65","2011","Intermediate","Mermentau",
"CRMS0619-V69","2011","Intermediate","Mermentau",
"CRMS0619-V72","2011","Intermediate","Mermentau",
"CRMS0619-V73","2011","Intermediate","Mermentau",
"CRMS0619-V74","2011","Intermediate","Mermentau",
"CRMS0619-V79","2011","Intermediate","Mermentau",
"CRMS0619-V80","2011","Intermediate","Mermentau",
"CRMS0622-V04","2011","Brackish","Mermentau",
"CRMS0622-V06","2011","Brackish","Mermentau",
"CRMS0622-V37","2011","Brackish","Mermentau",
"CRMS0622-V51","2011","Saline","Mermentau",
"CRMS0622-V59","2011","Brackish","Mermentau",
"CRMS0622-V60","2011","Brackish","Mermentau",
"CRMS0622-V74","2011","Brackish","Mermentau",
"CRMS0622-V76","2011","Brackish","Mermentau",
"CRMS0622-V78","2011","Brackish","Mermentau",
"CRMS0622-V80","2011","Brackish","Mermentau",
"CRMS0623-V01","2011","Saline","Mermentau",
"CRMS0623-V14","2011","Saline","Mermentau",
"CRMS0623-V17","2011","Saline","Mermentau",
"CRMS0623-V18","2011","Saline","Mermentau",
"CRMS0623-V27","2011","Brackish","Mermentau",
"CRMS0623-V57","2011","Brackish","Mermentau",
"CRMS0623-V61","2011","Brackish","Mermentau",
"CRMS0623-V65","2011","Saline","Mermentau",
"CRMS0623-V71","2011","Brackish","Mermentau",
"CRMS0623-V74","2011","Brackish","Mermentau",
"CRMS0624-V14","2011","Intermediate","Mermentau",
"CRMS0624-V17","2011","Intermediate","Mermentau",
"CRMS0624-V24","2011","Intermediate","Mermentau",
"CRMS0624-V30","2011","Saline","Mermentau",
"CRMS0624-V49","2011","Intermediate","Mermentau",
"CRMS0624-V62","2011","Intermediate","Mermentau",
"CRMS0624-V66","2011","Intermediate","Mermentau",
"CRMS0624-V68","2011","Intermediate","Mermentau",
"CRMS0624-V72","2011","Intermediate","Mermentau",
"CRMS0624-V84","2011","Intermediate","Mermentau",
"CRMS0626-V02","2011","Intermediate","Mermentau",
"CRMS0626-V10","2011","Intermediate","Mermentau",
"CRMS0626-V12","2011","Intermediate","Mermentau",
"CRMS0626-V24","2011","Intermediate","Mermentau",
